deal,Buyer:Lawyer 1,Buyer:Lawyer 1 Law Firm,Buyer:Lawyer 2,Buyer:Lawyer 2 Law Firm,Buyer:Lawyer 3,Buyer:Lawyer 3 Law Firm,Buyer:Lawyer 4,Buyer:Lawyer 4 Law Firm,Buyer:Lawyer 5,Buyer:Lawyer 5 Law Firm,Buyer:Lawyer 6,Buyer:Lawyer 6 Law Firm,Buyer:Lawyer 7,Buyer:Lawyer 7 Law Firm,Buyer:Lawyer 8,Buyer:Lawyer 8 Law Firm,Target/Seller:Lawyer 1,Target/Seller:Lawyer 1 Law Firm,Target/Seller:Lawyer 2,Target/Seller:Lawyer 2 Law Firm,Target/Seller:Lawyer 3,Target/Seller:Lawyer 3 Law Firm,Target/Seller:Lawyer 4,Target/Seller:Lawyer 4 Law Firm,Target/Seller:Lawyer 5,Target/Seller:Lawyer 5 Law Firm,Target/Seller:Lawyer 6,Target/Seller:Lawyer 6 Law Firm,Target/Seller:Lawyer 7,Target/Seller:Lawyer 7 Law Firm,Target/Seller:Lawyer 8,Target/Seller:Lawyer 8 Law Firm
46 - Cognizant Technology Solutions Corporation acquisition of stock of TZ US Pa.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Srinivas Kaushik,Kirkland & Ellis LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Cognizant Technology Solutions Corporation acquisition of stock of TZ US Pa.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leo Greenberg,Kirkland & Ellis LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - EnerNOC Inc and M2M Communications Corporation merger.docx,Miguel Vega,Cooley LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - EnerNOC Inc and M2M Communications Corporation merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,William J. McKlveen,"Eberle, Berlin, Kading, Turnbow & McKlveen, Chtd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - EnerNOC Inc and M2M Communications Corporation merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neil D. McFeeley,"Eberle, Berlin, Kading, Turnbow & McKlveen, Chtd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Harsco Corporation acquisition of stock of Stericycle Environmental Solutio.docx,Mario Ponce,Simpson Thacher & Bartlett LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Harsco Corporation acquisition of stock of Stericycle Environmental Solutio.docx,NA,NA,Sebastian Tiller,Simpson Thacher & Bartlett LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Harsco Corporation acquisition of stock of Stericycle Environmental Solutio.docx,NA,NA,NA,NA,NA,"Fried, Frank, Harris, Shriver & Jacobson LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Harsco Corporation acquisition of stock of Stericycle Environmental Solutio.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bradley C. Faris,Latham & Watkins LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Harsco Corporation acquisition of stock of Stericycle Environmental Solutio.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Max N. Schleusener,Latham & Watkins LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Intel Corporation acquisition of assets of Cray Inc.docx,Robert S. Townsend,Morrison & Foerster LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Intel Corporation acquisition of assets of Cray Inc.docx,NA,NA,Eric T. McCrath,Morrison & Foerster LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Intel Corporation acquisition of assets of Cray Inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alan C. Smith,Fenwick & West LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Monster Worldwide Inc acquisition of certain assets of Yahoo! Inc.docx,Martin Nussbaum,Dechert LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Monster Worldwide Inc acquisition of certain assets of Yahoo! Inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ora Fisher,Latham & Watkins LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Sprague Resources LP acquisition of certain assets of Carbo Industries Inc .docx,Scott E. Pueschel,Pierce Atwood LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Sprague Resources LP acquisition of certain assets of Carbo Industries Inc .docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aaron Goldberg,Holland & Knight LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Stryker Corporation and Charger Holding Corp merger.docx,Richard C. Witzel Jr.,"Skadden, Arps, Slate, Meagher & Flom LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Stryker Corporation and Charger Holding Corp merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jon A. Ballis,Kirkland & Ellis LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Stryker Corporation and Charger Holding Corp merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ted M. Frankel,Kirkland & Ellis LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Universal Business Payment Solutions Acquisition Corporation and Francis Da.docx,James A. Lebovitz,Dechert LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 - Universal Business Payment Solutions Acquisition Corporation and Francis Da.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frederick N. Widen,"Ulmer & Berne, LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - HMS Holdings Corp and Eliza Holding Corp merger.docx,Jim Swenson,Stinson Leonard Street LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - HMS Holdings Corp and Eliza Holding Corp merger.docx,NA,NA,Scott Gootee,Stinson Leonard Street LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - HMS Holdings Corp and Eliza Holding Corp merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jeffrey Seifman,Kirkland & Ellis LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - HMS Holdings Corp and Eliza Holding Corp merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benjamin P. Clinger,Kirkland & Ellis LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - HMS Holdings Corp and Eliza Holding Corp merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joseph K. Halloum,Kirkland & Ellis LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Landec Corporation acquisition of stock of GreenLine Holding Company.docx,Patricia Falb,"Godfrey & Kahn, S.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Landec Corporation acquisition of stock of GreenLine Holding Company.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lisa S. Lathrop,Jones Day,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Perrigo Company acquisition of assets of Paddock Laboratories Inc.docx,Robert G. Robison,"Morgan, Lewis & Bockius LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Perrigo Company acquisition of assets of Paddock Laboratories Inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R. King Milling Jr.,"Orrick, Herrington & Sutcliffe LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Science Applications International Corporation acquisition of certain asset.docx,Charles W. Katz,King & Spalding LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Science Applications International Corporation acquisition of certain asset.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Krishna Veeraraghavan,Sullivan & Cromwell LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Science Applications International Corporation acquisition of certain asset.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scott B. Crofton,Sullivan & Cromwell LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - The Bank of New York Mellon Corporation acquisition of stock of PNC Global .docx,Thomas Todd,Reed Smith LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - The Bank of New York Mellon Corporation acquisition of stock of PNC Global .docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lawrence S. Makow,"Wachtell, Lipton, Rosen & Katz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Unify Corporation and Strategic Office Solutions Inc dba Daegis merger.docx,Jude M. Sullivan,K&L Gates LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Unify Corporation and Strategic Office Solutions Inc dba Daegis merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Samuel C. Dibble,Farella Braun + Martel LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Universal Business Payment Solutions Acquisition Corporation and AD Compute.docx,James A. Lebovitz,Dechert LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Universal Business Payment Solutions Acquisition Corporation and AD Compute.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John J. Cunningham III,Cozen O’Connor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Vail Resorts Inc acquisition of certain assets of Powdr Corp.docx,Beau Stark,"Gibson, Dunn & Crutcher LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Vail Resorts Inc acquisition of certain assets of Powdr Corp.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jon-Paul Bernard,Weil Gotshal & Manges LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Webcom Group Inc and Yodle Inc merger.docx,James Fulton,Cooley LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Webcom Group Inc and Yodle Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edward M. Zimmerman,Lowenstein Sandler LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47 - Webcom Group Inc and Yodle Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthony O. Pergola,Lowenstein Sandler LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Cardiovascular Care Group Inc acquisition of equity interests and certain d.docx,Ashby Q. Burks,"Baker, Donelson, Bearman, Caldwell & Berkowitz, P.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Cardiovascular Care Group Inc acquisition of equity interests and certain d.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hal A. Levinson,Moore and Van Allen PLLC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - FTE Networks Inc acquisition of stock of Benchmark Builders Inc.docx,Clayton E. Parker,K&L Gates LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - FTE Networks Inc acquisition of stock of Benchmark Builders Inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eric M. Hellige,Pryor Cashman LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Gilead Sciences Inc and CGI Pharmaceuticals Inc merger.docx,J.D. Weinberg,Covington & Burling LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Gilead Sciences Inc and CGI Pharmaceuticals Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frank Marco,Wiggin and Dana LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Informatica Corporation and Siperian Inc merger.docx,Mark A. Bertelsen,Wilson Sonsini Goodrich & Rosati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Informatica Corporation and Siperian Inc merger.docx,NA,NA,Lawrence M. Chu,Wilson Sonsini Goodrich & Rosati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Informatica Corporation and Siperian Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dan Dorosin,Fenwick & West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Informatica Corporation and Siperian Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kris Withrow,Fenwick & West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Intermec Inc and Vocollect Inc merger.docx,Michael Hutchings,DLA Piper LLP (US),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Intermec Inc and Vocollect Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T.J. Murphy,"Choate, Hall & Stewart LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Intermec Inc and Vocollect Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jolie M. Siegel,"Choate, Hall & Stewart LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Intermec Inc and Vocollect Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John R. Previs,Buchanan Ingersoll & Rooney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Leidos Holdings Inc acquisition of subsidiary equity interests of L3Harris .docx,Steven Epstein,"Fried, Frank, Harris, Shriver, & Jacobson LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Leidos Holdings Inc acquisition of subsidiary equity interests of L3Harris .docx,NA,NA,Erica Jaffe,"Fried, Frank, Harris, Shriver, & Jacobson LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Leidos Holdings Inc acquisition of subsidiary equity interests of L3Harris .docx,NA,NA,NA,NA,NA,DLA Piper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Leidos Holdings Inc acquisition of subsidiary equity interests of L3Harris .docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scott A. Barshay,"Paul, Weiss, Rifkind, Wharton & Garrison LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Leidos Holdings Inc acquisition of subsidiary equity interests of L3Harris .docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Steven J. Williams,"Paul, Weiss, Rifkind, Wharton & Garrison LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Leidos Holdings Inc acquisition of subsidiary equity interests of L3Harris .docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michael Vogel,"Paul, Weiss, Rifkind, Wharton & Garrison LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Sprague Resources LP acquisition of assets of Metromedia Gas And Power Inc.docx,Scott E. Pueschel,Pierce Atwood LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Sprague Resources LP acquisition of assets of Metromedia Gas And Power Inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not disclosed at signing.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Terra Energy Partners LLC acquisition of equity interests of WPX Energy Roc.docx,Jack Langlois,DLA Piper LLP (US),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Terra Energy Partners LLC acquisition of equity interests of WPX Energy Roc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucy Stark,Holland & Hart LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Terra Energy Partners LLC acquisition of equity interests of WPX Energy Roc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Janet N. Harris,Holland & Hart LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Water Street Healthcare Partners II LP acquisition of stock of Breg Inc.docx,Ted H. Zook,Kirkland & Ellis LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Water Street Healthcare Partners II LP acquisition of stock of Breg Inc.docx,NA,NA,Martin A. DiLoreto Jr.,Kirkland & Ellis LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 - Water Street Healthcare Partners II LP acquisition of stock of Breg Inc.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joseph E. Gilligan,Hogan Lovells US LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - Everbank Financial Corp acquisition of stock of Business Property Lending I.docx,Mark J. Menting,Sullivan & Cromwell LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - Everbank Financial Corp acquisition of stock of Business Property Lending I.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jon-Paul Bernard,"Weil, Gotshal & Manges LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - Infoblox Inc and IID Security Inc merger.docx,David Michaels,Fenwick & West LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - Infoblox Inc and IID Security Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charles P. Carter,K&L Gates LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - Investar Holding Corporation and Citizens Bancshares Inc merger.docx,Stephanie E. Kalahurka,"Fenimore, Kay, Harrison & Ford, LLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - Investar Holding Corporation and Citizens Bancshares Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brad J. Axelrod,McGlinchey Stafford PLLC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - Ligand Pharmaceuticals Incorporated and CyDex Pharmaceuticals Inc merger.docx,Hayden Trubitt,Stradling Yocca Carlson & Rauth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - Ligand Pharmaceuticals Incorporated and CyDex Pharmaceuticals Inc merger.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kevin R. Sweeney,Polsinelli Shughart PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - Natus Medical Incorporated acquisition of subsidiary stock and certain asse.docx,Daniel J. Winnike,Fenwick & West LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - Natus Medical Incorporated acquisition of subsidiary stock and certain asse.docx,NA,NA,Kris S. Withrow,Fenwick & West LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - Natus Medical Incorporated acquisition of subsidiary stock and certain asse.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,David Malliband,Baker & McKenzie LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - Natus Medical Incorporated acquisition of subsidiary stock and certain asse.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sarah Harris,Baker & McKenzie LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - PowerTeam Services LLC acquisition of subsidiary equity interests of Center.docx,Kevin M. Schmidt,Debevoise & Plimpton LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - PowerTeam Services LLC acquisition of subsidiary equity interests of Center.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ryan J. Maierson,Latham & Watkins LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - PowerTeam Services LLC acquisition of subsidiary equity interests of Center.docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nick S. Dhesi,Latham & Watkins LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - Seagull Services LLC acquisition of equity interests of TW LaQuay Dredging .docx,NA,Not disclosed at signing.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - Seagull Services LLC acquisition of equity interests of TW LaQuay Dredging .docx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W. Christopher Schaeper,Thompson & Knight LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49 - United Stationers Inc acquisition of equity interests of Liberty Bell Equip.docx,Michael A. Stanchfield,Faegre Baker Daniels LLP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
